"Date and Time Run 1","Time (s) Run 1","Position (m) Run 1","Velocity (m/s) Run 1","Acceleration (m/s²) Run 1","Date and Time Run 2","Time (s) Run 2","Position (m) Run 2","Velocity (m/s) Run 2","Acceleration (m/s²) Run 2","Date and Time Run 3","Time (s) Run 3","Position (m) Run 3","Velocity (m/s) Run 3","Acceleration (m/s²) Run 3","Date and Time Run 4","Time (s) Run 4","Position (m) Run 4","Velocity (m/s) Run 4","Acceleration (m/s²) Run 4","Date and Time Run 5","Time (s) Run 5","Position (m) Run 5","Velocity (m/s) Run 5","Acceleration (m/s²) Run 5","Date and Time Run 6","Time (s) Run 6","Position (m) Run 6","Velocity (m/s) Run 6","Acceleration (m/s²) Run 6","Date and Time Run 7","Time (s) Run 7","Position (m) Run 7","Velocity (m/s) Run 7","Acceleration (m/s²) Run 7","Date and Time Run 8","Time (s) Run 8","Position (m) Run 8","Velocity (m/s) Run 8","Acceleration (m/s²) Run 8","Date and Time Run 9","Time (s) Run 9","Position (m) Run 9","Velocity (m/s) Run 9","Acceleration (m/s²) Run 9","Date and Time Run 10","Time (s) Run 10","Position (m) Run 10","Velocity (m/s) Run 10","Acceleration (m/s²) Run 10","Date and Time Run 11","Time (s) Run 11","Position (m) Run 11","Velocity (m/s) Run 11","Acceleration (m/s²) Run 11","Date and Time Run 12","Time (s) Run 12","Position (m) Run 12","Velocity (m/s) Run 12","Acceleration (m/s²) Run 12","Date and Time Run 13","Time (s) Run 13","Position (m) Run 13","Velocity (m/s) Run 13","Acceleration (m/s²) Run 13","Date and Time Run 14","Time (s) Run 14","Position (m) Run 14","Velocity (m/s) Run 14","Acceleration (m/s²) Run 14","Date and Time Run 15","Time (s) Run 15","Position (m) Run 15","Velocity (m/s) Run 15","Acceleration (m/s²) Run 15","Date and Time Run 16","Time (s) Run 16","Position (m) Run 16","Velocity (m/s) Run 16","Acceleration (m/s²) Run 16","Date and Time Run 17","Time (s) Run 17","Position (m) Run 17","Velocity (m/s) Run 17","Acceleration (m/s²) Run 17","Date and Time Run 18","Time (s) Run 18","Position (m) Run 18","Velocity (m/s) Run 18","Acceleration (m/s²) Run 18","Date and Time Run 19","Time (s) Run 19","Position (m) Run 19","Velocity (m/s) Run 19","Acceleration (m/s²) Run 19","Date and Time Run 20","Time (s) Run 20","Position (m) Run 20","Velocity (m/s) Run 20","Acceleration (m/s²) Run 20","Date and Time Run 21","Time (s) Run 21","Position (m) Run 21","Velocity (m/s) Run 21","Acceleration (m/s²) Run 21"
10/06/2023 01:06:42 pm,0.500,0.13,0.26,2.25,10/06/2023 01:11:30 pm,0.500,0.12,0.00,0.08,10/06/2023 01:12:03 pm,0.500,0.12,-0.01,0.13,10/06/2023 01:14:49 pm,0.500,0.13,-0.01,-0.23,10/06/2023 01:15:26 pm,0.500,0.12,0.25,4.02,10/06/2023 01:16:35 pm,0.500,0.12,0.11,3.09,10/06/2023 01:16:48 pm,0.500,0.12,0.03,3.40,10/06/2023 01:18:55 pm,0.250,0.13,1.68E-5,-0.03,10/06/2023 01:20:00 pm,0.250,0.15,-0.06,-3.66,10/06/2023 01:20:08 pm,0.250,0.12,-0.14,3.21,10/06/2023 01:21:26 pm,0.250,0.13,0.11,-0.94,10/06/2023 01:23:04 pm,0.250,0.12,0.00,-0.01,10/06/2023 01:24:00 pm,0.250,0.12,0.02,0.82,10/06/2023 01:24:36 pm,0.250,0.16,-0.03,-5.57,10/06/2023 01:26:00 pm,0.250,0.12,0.12,-0.14,10/06/2023 01:26:02 pm,0.250,0.96,-0.03,-0.06,10/06/2023 01:27:01 pm,0.250,0.13,0.03,-0.15,10/06/2023 01:28:04 pm,0.250,0.12,0.00,0.02,10/06/2023 01:29:01 pm,0.250,0.12,0.00,9.82E-4,10/06/2023 01:29:37 pm,0.250,0.12,0.00,0.00,10/06/2023 01:29:54 pm,0.250,0.12,0.00,-0.01
10/06/2023 01:06:42 pm,0.550,0.15,0.38,1.85,10/06/2023 01:11:30 pm,0.550,0.12,0.00,0.07,10/06/2023 01:12:03 pm,0.550,0.12,0.01,0.23,10/06/2023 01:14:49 pm,0.550,0.13,-0.02,-0.05,10/06/2023 01:15:26 pm,0.550,0.14,0.52,3.91,10/06/2023 01:16:35 pm,0.550,0.13,0.33,4.07,10/06/2023 01:16:48 pm,0.550,0.12,0.31,4.55,10/06/2023 01:18:55 pm,0.275,0.13,0.00,0.01,10/06/2023 01:20:00 pm,0.275,0.13,-0.14,-1.30,10/06/2023 01:20:08 pm,0.275,0.13,-0.10,2.35,10/06/2023 01:21:26 pm,0.275,0.14,0.02,-2.18,10/06/2023 01:23:04 pm,0.275,0.12,1.66E-5,-0.02,10/06/2023 01:24:00 pm,0.275,0.12,0.05,0.58,10/06/2023 01:24:36 pm,0.275,0.12,-0.21,-2.64,10/06/2023 01:26:00 pm,0.275,0.14,0.05,-3.43,10/06/2023 01:26:02 pm,0.275,0.95,-0.04,0.01,10/06/2023 01:27:01 pm,0.275,0.12,0.01,-0.63,10/06/2023 01:28:04 pm,0.275,0.13,-0.01,0.66,10/06/2023 01:29:01 pm,0.275,0.12,0.00,-0.07,10/06/2023 01:29:37 pm,0.275,0.12,0.00,0.00,10/06/2023 01:29:54 pm,0.275,0.12,0.00,-0.05
10/06/2023 01:06:42 pm,0.600,0.17,0.45,1.22,10/06/2023 01:11:30 pm,0.600,0.12,0.01,0.21,10/06/2023 01:12:03 pm,0.600,0.12,0.01,0.52,10/06/2023 01:14:49 pm,0.600,0.12,0.00,0.17,10/06/2023 01:15:26 pm,0.600,0.18,0.71,2.72,10/06/2023 01:16:35 pm,0.600,0.15,0.59,3.67,10/06/2023 01:16:48 pm,0.600,0.15,0.55,3.92,10/06/2023 01:18:55 pm,0.300,0.13,-3.36E-5,0.02,10/06/2023 01:20:00 pm,0.300,0.13,-0.13,0.96,10/06/2023 01:20:08 pm,0.300,0.13,-0.04,1.20,10/06/2023 01:21:26 pm,0.300,0.13,-0.04,-1.93,10/06/2023 01:23:04 pm,0.300,0.12,0.00,0.01,10/06/2023 01:24:00 pm,0.300,0.13,0.07,-0.59,10/06/2023 01:24:36 pm,0.300,0.12,-0.21,1.19,10/06/2023 01:26:00 pm,0.300,0.14,-0.14,-3.96,10/06/2023 01:26:02 pm,0.300,0.95,-0.03,0.03,10/06/2023 01:27:01 pm,0.300,0.13,-0.03,-0.64,10/06/2023 01:28:04 pm,0.300,0.12,0.00,1.27,10/06/2023 01:29:01 pm,0.300,0.12,0.00,-0.08,10/06/2023 01:29:37 pm,0.300,0.12,0.00,1.09E-4,10/06/2023 01:29:54 pm,0.300,0.12,0.00,-0.05
10/06/2023 01:06:42 pm,0.650,0.20,0.49,0.80,10/06/2023 01:11:30 pm,0.650,0.12,0.01,0.72,10/06/2023 01:12:03 pm,0.650,0.12,0.03,1.21,10/06/2023 01:14:49 pm,0.650,0.13,-0.01,0.79,10/06/2023 01:15:26 pm,0.650,0.22,0.78,1.54,10/06/2023 01:16:35 pm,0.650,0.19,0.74,2.43,10/06/2023 01:16:48 pm,0.650,0.19,0.72,2.56,10/06/2023 01:18:55 pm,0.325,0.13,0.00,-0.05,10/06/2023 01:20:00 pm,0.325,0.13,-0.04,1.94,10/06/2023 01:20:08 pm,0.325,0.12,-0.05,0.87,10/06/2023 01:21:26 pm,0.325,0.13,-0.08,-0.98,10/06/2023 01:23:04 pm,0.325,0.12,0.00,0.01,10/06/2023 01:24:00 pm,0.325,0.13,0.03,-1.81,10/06/2023 01:24:36 pm,0.325,0.13,-0.01,2.11,10/06/2023 01:26:00 pm,0.325,0.12,-0.28,0.26,10/06/2023 01:26:02 pm,0.325,0.95,-0.03,-0.03,10/06/2023 01:27:01 pm,0.325,0.12,-0.04,0.02,10/06/2023 01:28:04 pm,0.325,0.12,0.09,0.51,10/06/2023 01:29:01 pm,0.325,0.12,-0.01,0.07,10/06/2023 01:29:37 pm,0.325,0.12,0.00,-0.01,10/06/2023 01:29:54 pm,0.325,0.12,0.00,-7.62E-4
10/06/2023 01:06:42 pm,0.700,0.22,0.52,0.68,10/06/2023 01:11:30 pm,0.700,0.12,0.06,1.53,10/06/2023 01:12:03 pm,0.700,0.12,0.12,1.98,10/06/2023 01:14:49 pm,0.700,0.12,0.03,2.06,10/06/2023 01:15:26 pm,0.700,0.26,0.81,1.21,10/06/2023 01:16:35 pm,0.700,0.23,0.80,1.42,10/06/2023 01:16:48 pm,0.700,0.23,0.79,1.58,10/06/2023 01:18:55 pm,0.350,0.13,1.34E-4,-0.05,10/06/2023 01:20:00 pm,0.350,0.13,-0.01,1.46,10/06/2023 01:20:08 pm,0.350,0.12,-0.02,0.64,10/06/2023 01:21:26 pm,0.350,0.13,-0.07,-0.48,10/06/2023 01:23:04 pm,0.350,0.12,0.00,-0.10,10/06/2023 01:24:00 pm,0.350,0.13,-0.05,-1.73,10/06/2023 01:24:36 pm,0.350,0.12,-0.05,1.30,10/06/2023 01:26:00 pm,0.350,0.12,-0.14,5.51,10/06/2023 01:26:02 pm,0.350,0.95,-0.04,-0.06,10/06/2023 01:27:01 pm,0.350,0.12,-0.02,0.42,10/06/2023 01:28:04 pm,0.350,0.13,0.09,-1.55,10/06/2023 01:29:01 pm,0.350,0.12,0.00,0.27,10/06/2023 01:29:37 pm,0.350,0.12,1.64E-5,-0.02,10/06/2023 01:29:54 pm,0.350,0.12,0.00,0.05
10/06/2023 01:06:42 pm,0.750,0.25,0.55,0.68,10/06/2023 01:11:30 pm,0.750,0.12,0.17,2.16,10/06/2023 01:12:03 pm,0.750,0.13,0.26,2.21,10/06/2023 01:14:49 pm,0.750,0.12,0.19,3.38,10/06/2023 01:15:26 pm,0.750,0.30,0.88,1.41,10/06/2023 01:16:35 pm,0.750,0.27,0.85,1.17,10/06/2023 01:16:48 pm,0.750,0.27,0.84,1.24,10/06/2023 01:18:55 pm,0.375,0.13,-0.01,6.64E-4,10/06/2023 01:20:00 pm,0.375,0.13,0.03,0.26,10/06/2023 01:20:08 pm,0.375,0.12,0.00,1.16,10/06/2023 01:21:26 pm,0.375,0.13,-0.09,0.20,10/06/2023 01:23:04 pm,0.375,0.12,0.00,-0.27,10/06/2023 01:24:00 pm,0.375,0.13,-0.10,-0.35,10/06/2023 01:24:36 pm,0.375,0.12,-0.05,1.95,10/06/2023 01:26:00 pm,0.375,0.12,0.09,9.21,10/06/2023 01:26:02 pm,0.375,0.95,-0.04,-0.02,10/06/2023 01:27:01 pm,0.375,0.12,0.01,0.25,10/06/2023 01:28:04 pm,0.375,0.14,-0.02,-2.66,10/06/2023 01:29:01 pm,0.375,0.12,0.01,0.31,10/06/2023 01:29:37 pm,0.375,0.12,0.00,-0.03,10/06/2023 01:29:54 pm,0.375,0.12,0.00,0.09
10/06/2023 01:06:42 pm,0.800,0.28,0.59,0.67,10/06/2023 01:11:30 pm,0.800,0.14,0.31,2.12,10/06/2023 01:12:03 pm,0.800,0.15,0.37,1.79,10/06/2023 01:14:49 pm,0.800,0.14,0.42,3.77,10/06/2023 01:15:26 pm,0.800,0.35,0.97,1.56,10/06/2023 01:16:35 pm,0.800,0.31,0.91,1.36,10/06/2023 01:16:48 pm,0.800,0.31,0.91,1.32,10/06/2023 01:18:55 pm,0.400,0.13,0.00,-0.04,10/06/2023 01:20:00 pm,0.400,0.13,0.02,-0.82,10/06/2023 01:20:08 pm,0.400,0.12,0.00,3.15,10/06/2023 01:21:26 pm,0.400,0.13,-0.10,0.88,10/06/2023 01:23:04 pm,0.400,0.12,-0.02,-0.20,10/06/2023 01:24:00 pm,0.400,0.12,-0.06,0.88,10/06/2023 01:24:36 pm,0.400,0.12,0.03,5.41,10/06/2023 01:26:00 pm,0.400,0.12,0.32,11.99,10/06/2023 01:26:02 pm,0.400,0.95,-0.03,-0.01,10/06/2023 01:27:01 pm,0.400,0.12,-0.01,0.62,10/06/2023 01:28:04 pm,0.400,0.13,-0.12,-1.14,10/06/2023 01:29:01 pm,0.400,0.12,0.02,0.14,10/06/2023 01:29:37 pm,0.400,0.12,0.00,-0.02,10/06/2023 01:29:54 pm,0.400,0.12,0.00,0.09
10/06/2023 01:06:42 pm,0.850,0.31,0.62,0.67,10/06/2023 01:11:30 pm,0.850,0.16,0.41,1.54,10/06/2023 01:12:03 pm,0.850,0.17,0.44,1.16,10/06/2023 01:14:49 pm,0.850,0.17,0.62,3.13,10/06/2023 01:15:26 pm,0.850,0.40,1.04,1.59,10/06/2023 01:16:35 pm,0.850,0.36,0.98,1.56,10/06/2023 01:16:48 pm,0.850,0.36,0.97,1.46,10/06/2023 01:18:55 pm,0.425,0.12,-9.55E-4,0.30,10/06/2023 01:20:00 pm,0.425,0.13,-0.04,-1.26,10/06/2023 01:20:08 pm,0.425,0.12,0.11,6.75,10/06/2023 01:21:26 pm,0.425,0.12,-0.02,1.33,10/06/2023 01:23:04 pm,0.425,0.12,-0.02,0.38,10/06/2023 01:24:00 pm,0.425,0.12,-0.01,1.02,10/06/2023 01:24:36 pm,0.425,0.12,0.20,9.94,10/06/2023 01:26:00 pm,0.425,0.14,0.65,13.35,10/06/2023 01:26:02 pm,0.425,0.95,-0.04,-0.04,10/06/2023 01:27:01 pm,0.425,0.12,-0.01,1.73,10/06/2023 01:28:04 pm,0.425,0.12,-0.10,0.97,10/06/2023 01:29:01 pm,0.425,0.12,0.02,-0.12,10/06/2023 01:29:37 pm,0.425,0.12,0.00,0.01,10/06/2023 01:29:54 pm,0.425,0.12,0.01,0.01
10/06/2023 01:06:42 pm,0.900,0.34,0.65,0.67,10/06/2023 01:11:30 pm,0.900,0.18,0.45,0.96,10/06/2023 01:12:03 pm,0.900,0.20,0.47,0.76,10/06/2023 01:14:49 pm,0.900,0.20,0.74,2.20,10/06/2023 01:15:26 pm,0.900,0.45,1.12,1.62,10/06/2023 01:16:35 pm,0.900,0.41,1.07,1.69,10/06/2023 01:16:48 pm,0.900,0.41,1.05,1.63,10/06/2023 01:18:55 pm,0.450,0.13,-0.01,0.66,10/06/2023 01:20:00 pm,0.450,0.13,-0.07,-0.70,10/06/2023 01:20:08 pm,0.450,0.12,0.35,9.74,10/06/2023 01:21:26 pm,0.450,0.12,-0.01,1.02,10/06/2023 01:23:04 pm,0.450,0.12,-0.01,0.79,10/06/2023 01:24:00 pm,0.450,0.12,0.00,1.01,10/06/2023 01:24:36 pm,0.450,0.13,0.51,12.98,10/06/2023 01:26:00 pm,0.450,0.16,1.10,10.81,10/06/2023 01:26:02 pm,0.450,0.95,-0.04,-0.02,10/06/2023 01:27:01 pm,0.450,0.12,0.09,2.30,10/06/2023 01:28:04 pm,0.450,0.12,0.00,1.46,10/06/2023 01:29:01 pm,0.450,0.12,0.01,-0.03,10/06/2023 01:29:37 pm,0.450,0.12,0.00,0.04,10/06/2023 01:29:54 pm,0.450,0.12,0.01,-0.02
10/06/2023 01:06:42 pm,0.950,0.37,0.69,0.67,10/06/2023 01:11:30 pm,0.950,0.20,0.49,0.69,10/06/2023 01:12:03 pm,0.950,0.22,0.51,0.64,10/06/2023 01:14:49 pm,0.950,0.24,0.81,1.64,10/06/2023 01:15:26 pm,0.950,0.51,1.21,1.62,10/06/2023 01:16:35 pm,0.950,0.47,1.16,1.57,10/06/2023 01:16:48 pm,0.950,0.46,1.14,1.70,10/06/2023 01:18:55 pm,0.475,0.12,0.05,0.30,10/06/2023 01:20:00 pm,0.475,0.13,-0.07,0.18,10/06/2023 01:20:08 pm,0.475,0.14,0.66,9.75,10/06/2023 01:21:26 pm,0.475,0.12,0.01,0.94,10/06/2023 01:23:04 pm,0.475,0.12,0.04,0.37,10/06/2023 01:24:00 pm,0.475,0.12,0.00,2.71,10/06/2023 01:24:36 pm,0.475,0.15,0.97,11.43,10/06/2023 01:26:00 pm,0.475,0.19,1.31,4.75,10/06/2023 01:26:02 pm,0.475,0.95,-0.04,0.03,10/06/2023 01:27:01 pm,0.475,0.12,0.17,5.18,10/06/2023 01:28:04 pm,0.475,0.12,0.01,1.24,10/06/2023 01:29:01 pm,0.475,0.12,0.00,1.69,10/06/2023 01:29:37 pm,0.475,0.12,-1.63E-5,0.05,10/06/2023 01:29:54 pm,0.475,0.12,-9.80E-5,0.07
10/06/2023 01:06:43 pm,1.000,0.41,0.72,0.67,10/06/2023 01:11:31 pm,1.000,0.23,0.52,0.65,10/06/2023 01:12:04 pm,1.000,0.25,0.54,0.64,10/06/2023 01:14:50 pm,1.000,0.28,0.89,1.49,10/06/2023 01:15:27 pm,1.000,0.57,1.29,1.48,10/06/2023 01:16:36 pm,1.000,0.53,1.24,0.78,10/06/2023 01:16:49 pm,1.000,0.52,1.23,1.63,10/06/2023 01:18:55 pm,0.500,0.12,0.05,-1.07,10/06/2023 01:20:00 pm,0.500,0.13,-0.05,0.73,10/06/2023 01:20:08 pm,0.500,0.16,0.90,7.14,10/06/2023 01:21:26 pm,0.500,0.12,0.01,2.67,10/06/2023 01:23:04 pm,0.500,0.12,0.04,-0.60,10/06/2023 01:24:00 pm,0.500,0.12,0.08,6.39,10/06/2023 01:24:36 pm,0.500,0.17,1.21,5.80,10/06/2023 01:26:00 pm,0.500,0.24,1.28,-0.18,10/06/2023 01:26:02 pm,0.500,0.95,-0.03,0.01,10/06/2023 01:27:01 pm,0.500,0.14,0.16,12.61,10/06/2023 01:28:04 pm,0.500,0.12,-0.01,2.55,10/06/2023 01:29:01 pm,0.500,0.12,0.03,5.70,10/06/2023 01:29:37 pm,0.500,0.12,0.00,0.04,10/06/2023 01:29:54 pm,0.500,0.12,0.01,0.20
10/06/2023 01:06:43 pm,1.050,0.45,0.76,0.67,10/06/2023 01:11:31 pm,1.050,0.26,0.55,0.64,10/06/2023 01:12:04 pm,1.050,0.27,0.57,0.64,10/06/2023 01:14:50 pm,1.050,0.33,0.96,1.48,10/06/2023 01:15:27 pm,1.050,0.64,1.36,0.79,10/06/2023 01:16:36 pm,1.050,0.59,1.28,-0.94,10/06/2023 01:16:49 pm,1.050,0.58,1.30,1.45,10/06/2023 01:18:55 pm,0.525,0.14,-0.02,-1.95,10/06/2023 01:20:00 pm,0.525,0.12,-0.03,0.80,10/06/2023 01:20:08 pm,0.525,0.18,1.02,4.06,10/06/2023 01:21:26 pm,0.525,0.12,0.10,5.92,10/06/2023 01:23:04 pm,0.525,0.13,-0.01,-1.04,10/06/2023 01:24:00 pm,0.525,0.12,0.31,10.41,10/06/2023 01:24:36 pm,0.525,0.22,1.21,0.75,10/06/2023 01:26:00 pm,0.525,0.25,1.18,9.58E-4,10/06/2023 01:26:02 pm,0.525,0.95,-0.04,-0.05,10/06/2023 01:27:01 pm,0.525,0.13,0.70,20.07,10/06/2023 01:28:04 pm,0.525,0.12,0.09,6.66,10/06/2023 01:29:01 pm,0.525,0.12,0.25,10.35,10/06/2023 01:29:37 pm,0.525,0.12,0.00,0.03,10/06/2023 01:29:54 pm,0.525,0.12,0.02,0.10
10/06/2023 01:06:43 pm,1.100,0.48,0.79,0.66,10/06/2023 01:11:31 pm,1.100,0.29,0.58,0.64,10/06/2023 01:12:04 pm,1.100,0.30,0.60,0.64,10/06/2023 01:14:50 pm,1.100,0.38,1.03,1.47,10/06/2023 01:15:27 pm,1.100,0.71,1.41,-1.09,10/06/2023 01:16:36 pm,1.100,0.66,1.18,-3.14,10/06/2023 01:16:49 pm,1.100,0.65,1.37,1.22,10/06/2023 01:18:55 pm,0.550,0.12,-0.10,-0.76,10/06/2023 01:20:00 pm,0.550,0.12,-0.01,0.55,10/06/2023 01:20:08 pm,0.550,0.21,1.07,2.20,10/06/2023 01:21:26 pm,0.550,0.12,0.31,9.01,10/06/2023 01:23:04 pm,0.550,0.12,-0.04,-0.02,10/06/2023 01:24:00 pm,0.550,0.13,0.64,11.79,10/06/2023 01:24:36 pm,0.550,0.24,1.14,0.52,10/06/2023 01:26:00 pm,0.550,0.28,1.20,2.65,10/06/2023 01:26:02 pm,0.550,0.95,-0.04,-0.03,10/06/2023 01:27:01 pm,0.550,0.14,1.45,18.43,10/06/2023 01:28:04 pm,0.550,0.12,0.29,11.14,10/06/2023 01:29:01 pm,0.550,0.13,0.62,12.34,10/06/2023 01:29:37 pm,0.550,0.12,0.00,0.03,10/06/2023 01:29:54 pm,0.550,0.12,0.02,-0.14
10/06/2023 01:06:43 pm,1.150,0.53,0.82,0.67,10/06/2023 01:11:31 pm,1.150,0.32,0.62,0.63,10/06/2023 01:12:04 pm,1.150,0.33,0.63,0.64,10/06/2023 01:14:50 pm,1.150,0.43,1.11,1.49,10/06/2023 01:15:27 pm,1.150,0.78,1.32,-3.99,10/06/2023 01:16:36 pm,1.150,0.72,0.94,-4.73,10/06/2023 01:16:49 pm,1.150,0.72,1.43,0.62,10/06/2023 01:18:55 pm,0.575,0.12,-0.09,0.83,10/06/2023 01:20:00 pm,0.575,0.12,0.00,0.21,10/06/2023 01:20:08 pm,0.575,0.24,1.11,1.74,10/06/2023 01:21:26 pm,0.575,0.14,0.60,9.59,10/06/2023 01:23:04 pm,0.575,0.12,-0.03,2.34,10/06/2023 01:24:00 pm,0.575,0.16,1.00,9.29,10/06/2023 01:24:36 pm,0.575,0.27,1.16,2.84,10/06/2023 01:26:00 pm,0.575,0.32,1.39,4.40,10/06/2023 01:26:02 pm,0.575,0.94,-0.04,0.03,10/06/2023 01:27:01 pm,0.575,0.23,1.89,6.96,10/06/2023 01:28:04 pm,0.575,0.14,0.70,10.11,10/06/2023 01:29:01 pm,0.575,0.16,0.97,10.33,10/06/2023 01:29:37 pm,0.575,0.12,0.00,0.11,10/06/2023 01:29:54 pm,0.575,0.12,0.00,-0.23
10/06/2023 01:06:43 pm,1.200,0.57,0.85,0.67,10/06/2023 01:11:31 pm,1.200,0.35,0.65,0.64,10/06/2023 01:12:04 pm,1.200,0.37,0.66,0.63,10/06/2023 01:14:50 pm,1.200,0.49,1.18,1.50,10/06/2023 01:15:27 pm,1.200,0.85,1.00,-6.45,10/06/2023 01:16:36 pm,1.200,0.76,0.64,-4.90,10/06/2023 01:16:49 pm,1.200,0.80,1.47,5.11,10/06/2023 01:18:55 pm,0.600,0.12,0.00,2.08,10/06/2023 01:20:00 pm,0.600,0.12,0.00,0.20,10/06/2023 01:20:08 pm,0.600,0.27,1.15,1.93,10/06/2023 01:21:26 pm,0.600,0.16,0.86,7.50,10/06/2023 01:23:04 pm,0.600,0.12,0.06,5.78,10/06/2023 01:24:00 pm,0.600,0.19,1.16,4.87,10/06/2023 01:24:36 pm,0.600,0.30,1.34,4.36,10/06/2023 01:26:00 pm,0.600,0.35,1.47,4.44,10/06/2023 01:26:02 pm,0.600,0.94,-0.04,0.04,10/06/2023 01:27:01 pm,0.600,0.26,1.74,-2.09,10/06/2023 01:28:04 pm,0.600,0.15,1.05,1.90,10/06/2023 01:29:01 pm,0.600,0.18,1.17,6.79,10/06/2023 01:29:37 pm,0.600,0.12,0.00,0.18,10/06/2023 01:29:54 pm,0.600,0.12,-4.79E-5,0.65
10/06/2023 01:06:43 pm,1.250,0.61,0.89,0.67,10/06/2023 01:11:31 pm,1.250,0.38,0.68,0.65,10/06/2023 01:12:04 pm,1.250,0.40,0.70,0.63,10/06/2023 01:14:50 pm,1.250,0.55,1.26,1.50,10/06/2023 01:15:27 pm,1.250,0.89,0.57,-6.82,10/06/2023 01:16:36 pm,1.250,0.78,0.40,-3.96,10/06/2023 01:16:49 pm,1.250,0.87,1.40,15.20,10/06/2023 01:18:55 pm,0.625,0.12,5.28E-4,3.91,10/06/2023 01:20:00 pm,0.625,0.12,0.00,0.90,10/06/2023 01:20:08 pm,0.625,0.30,1.20,2.08,10/06/2023 01:21:26 pm,0.625,0.18,0.99,4.67,10/06/2023 01:23:04 pm,0.625,0.12,0.24,9.58,10/06/2023 01:24:00 pm,0.625,0.22,1.18,1.91,10/06/2023 01:24:36 pm,0.625,0.33,1.43,4.26,10/06/2023 01:26:00 pm,0.625,0.39,1.57,4.00,10/06/2023 01:26:02 pm,0.625,0.94,-0.04,0.03,10/06/2023 01:27:01 pm,0.625,0.29,1.46,-2.62,10/06/2023 01:28:04 pm,0.625,0.20,0.85,-10.65,10/06/2023 01:29:01 pm,0.625,0.21,1.25,4.52,10/06/2023 01:29:37 pm,0.625,0.12,0.02,0.16,10/06/2023 01:29:54 pm,0.625,0.12,0.00,3.49
10/06/2023 01:06:43 pm,1.300,0.66,0.92,0.67,10/06/2023 01:11:31 pm,1.300,0.41,0.71,0.65,10/06/2023 01:12:04 pm,1.300,0.44,0.73,0.64,10/06/2023 01:14:50 pm,1.300,0.62,1.33,1.09,10/06/2023 01:15:27 pm,1.300,0.90,0.22,-5.13,10/06/2023 01:16:36 pm,1.300,0.79,0.25,-2.83,10/06/2023 01:16:49 pm,1.300,0.94,2.94,12.66,10/06/2023 01:18:55 pm,0.650,0.12,0.12,7.09,10/06/2023 01:20:00 pm,0.650,0.12,0.03,2.34,10/06/2023 01:20:08 pm,0.650,0.33,1.26,2.03,10/06/2023 01:21:26 pm,0.650,0.21,1.05,2.86,10/06/2023 01:23:04 pm,0.650,0.13,0.55,11.69,10/06/2023 01:24:00 pm,0.650,0.24,1.19,2.07,10/06/2023 01:24:36 pm,0.650,0.37,1.52,3.88,10/06/2023 01:26:00 pm,0.650,0.43,1.68,4.04,10/06/2023 01:26:02 pm,0.650,0.94,-0.04,0.08,10/06/2023 01:27:01 pm,0.650,0.33,1.57,1.55,10/06/2023 01:28:04 pm,0.650,0.22,0.43,-19.18,10/06/2023 01:29:01 pm,0.650,0.25,1.35,3.99,10/06/2023 01:29:37 pm,0.650,0.12,0.02,-0.03,10/06/2023 01:29:54 pm,0.650,0.13,0.12,7.84
10/06/2023 01:06:43 pm,1.350,0.70,0.96,0.66,10/06/2023 01:11:31 pm,1.350,0.45,0.74,0.65,10/06/2023 01:12:04 pm,1.350,0.47,0.76,0.64,10/06/2023 01:14:50 pm,1.350,0.69,1.41,-0.50,10/06/2023 01:15:27 pm,1.350,0.90,0.05,-2.82,10/06/2023 01:16:36 pm,1.350,0.80,0.14,-2.06,10/06/2023 01:16:49 pm,1.350,0.99,4.52,-14.43,10/06/2023 01:18:55 pm,0.675,0.12,0.38,10.09,10/06/2023 01:20:00 pm,0.675,0.12,0.11,3.95,10/06/2023 01:20:08 pm,0.675,0.36,1.30,2.17,10/06/2023 01:21:26 pm,0.675,0.23,1.11,2.22,10/06/2023 01:23:04 pm,0.675,0.15,0.91,10.48,10/06/2023 01:24:00 pm,0.675,0.28,1.26,3.35,10/06/2023 01:24:36 pm,0.675,0.41,1.62,4.13,10/06/2023 01:26:00 pm,0.675,0.47,1.78,3.82,10/06/2023 01:26:02 pm,0.675,0.94,-0.03,0.12,10/06/2023 01:27:01 pm,0.675,0.38,1.66,4.22,10/06/2023 01:28:04 pm,0.675,0.20,-0.27,-16.57,10/06/2023 01:29:01 pm,0.675,0.28,1.46,4.11,10/06/2023 01:29:37 pm,0.675,0.12,0.01,-0.27,10/06/2023 01:29:54 pm,0.675,0.12,0.41,11.37
